                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,         train/ave_loss,           val/ave_loss,                   mIOU,             IOU_array0,             IOU_array1,                 sigma1,                 sigma2,                 lr/pg0,                 lr/pg1,                 lr/pg2,                 lr/pg3
                    285,                0.45176,                0.28939,                0.86929,                0.90389,                0.92102,                0.93276,                0.78014,                  0.741,                0.45659,                0.94616,             0.00044703,              0.0017201,                 0.7914,                 0.9996,                 0.5832,                  12.57,             0.00092495,             0.00010469,             0.00010469,             0.00010469,             0.00010469
                    286,                0.44608,                0.28618,                0.85597,                0.92737,                0.90436,                0.93218,                0.78012,                  0.738,                0.45477,                0.94512,             0.00047955,              0.0016831,                0.79539,                 0.9996,                0.59118,                 12.571,             0.00095835,             9.9187e-05,             9.9187e-05,             9.9187e-05,             9.9187e-05
                    287,                0.44427,                0.28629,                0.85316,                0.92229,                0.91192,                0.93342,                 0.7784,                 0.7385,                0.45312,                0.94603,             0.00047557,              0.0017173,                0.79049,                 0.9996,                0.58138,                 12.572,             0.00094417,             9.3685e-05,             9.3685e-05,             9.3685e-05,             9.3685e-05
                    288,                 0.4505,                0.28488,                0.85659,                0.91613,                 0.9145,                0.93245,                0.77987,                0.73991,                0.45377,                0.94705,             0.00047647,               0.001716,                0.79212,                 0.9996,                0.58465,                 12.572,             0.00095765,             8.8184e-05,             8.8184e-05,             8.8184e-05,             8.8184e-05
                    289,                0.43576,                0.28027,                0.85286,                0.91843,                0.91261,                0.93091,                 0.7798,                0.74083,                0.45965,                0.94706,              0.0004557,              0.0017101,                0.79095,                 0.9996,                 0.5823,                 12.573,             0.00091105,             8.2683e-05,             8.2683e-05,             8.2683e-05,             8.2683e-05
                    290,                0.44713,                0.29033,                0.85629,                0.91993,                0.91009,                0.92708,                0.77607,                0.73936,                 0.4581,                0.94638,             0.00047227,              0.0017268,                0.79019,                0.99959,                0.58078,                 12.573,             0.00092906,             7.7182e-05,             7.7182e-05,             7.7182e-05,             7.7182e-05
                    291,                0.44078,                0.28312,                0.85558,                0.91792,                0.90879,                0.92771,                0.77599,                0.74072,                0.45738,                0.94586,             0.00049337,               0.001673,                0.79362,                 0.9996,                0.58763,                 12.574,              0.0009704,             7.1681e-05,             7.1681e-05,             7.1681e-05,             7.1681e-05
                    292,                0.44411,                  0.288,                0.86081,                0.92793,                0.90163,                0.92881,                0.77681,                 0.7413,                0.45829,                 0.9472,             0.00045758,              0.0016847,                0.79149,                 0.9996,                0.58339,                 12.574,              0.0008955,              6.618e-05,              6.618e-05,              6.618e-05,              6.618e-05
                    293,                0.44404,                 0.2876,                0.85897,                0.92538,                0.90163,                0.92743,                0.77678,                0.74179,                0.45722,                0.94757,             0.00049131,               0.001685,                0.79315,                 0.9996,                0.58671,                 12.574,             0.00096724,             6.0679e-05,             6.0679e-05,             6.0679e-05,             6.0679e-05
                    294,                0.44686,                0.28376,                0.86291,                0.92369,                0.90076,                0.92751,                0.77702,                0.74132,                0.45783,                0.94756,             0.00044274,              0.0016962,                0.79322,                 0.9996,                0.58685,                 12.575,             0.00088979,             5.5178e-05,             5.5178e-05,             5.5178e-05,             5.5178e-05
                    295,                0.44135,                0.28384,                0.84875,                0.92852,                0.89977,                0.93011,                0.77916,                0.74064,                0.45876,                0.94734,             0.00046178,              0.0017182,                0.79219,                 0.9996,                0.58477,                 12.575,              0.0008621,             4.9677e-05,             4.9677e-05,             4.9677e-05,             4.9677e-05
                    296,                0.44428,                0.30377,                 0.8579,                0.90809,                0.91777,                0.92999,                0.77848,                0.73918,                0.45547,                0.94677,             0.00044662,              0.0017365,                0.79185,                 0.9996,                 0.5841,                 12.575,             0.00086601,             4.4176e-05,             4.4176e-05,             4.4176e-05,             4.4176e-05
                    297,                0.44677,                0.28604,                0.85632,                 0.9223,                0.90538,                0.92994,                0.77733,                0.74035,                0.45526,                0.94766,             0.00049353,              0.0017178,                0.79292,                 0.9996,                0.58624,                 12.576,             0.00098178,             3.8674e-05,             3.8674e-05,             3.8674e-05,             3.8674e-05
                    298,                0.43458,                0.28341,                 0.8548,                0.92751,                0.90597,                 0.9298,                0.77698,                0.74018,                0.45616,                0.94765,             0.00042887,              0.0017082,                0.79131,                 0.9996,                0.58303,                 12.576,             0.00094602,             3.3173e-05,             3.3173e-05,             3.3173e-05,             3.3173e-05
                    299,                0.44018,                0.28401,                0.85197,                0.92558,                0.90404,                0.93149,                0.77851,                0.74091,                0.45935,                0.94785,             0.00048075,              0.0017177,                0.79201,                 0.9996,                0.58441,                 12.576,             0.00092573,             2.7672e-05,             2.7672e-05,             2.7672e-05,             2.7672e-05
